spot_id,energy_MeV,x_mm,y_mm,weight,source_x_mm,source_y_mm,source_z_mm,direction_x,direction_y,direction_z,energy_spread_percent,sigma_x_mm,sigma_y_mm,sigma_x_prime,sigma_y_prime,correlation_x,correlation_y
8198,3000,0,0,1,-0.047422187208129074,0,0.0001,0,0,1,0,0,0,0,0,0,0
8199,3000,0,0,1,-0.15320642272047014,0,0.0001,0,0,1,0,0,0,0,0,0,0
8200,3000,0,0,1,-0.22674170592946175,0,0.0001,0,0,1,0,0,0,0,0,0,0
8201,3000,0,0,1,0.16200218412628908,0,0.0001,0,0,1,0,0,0,0,0,0,0
8202,3000,0,0,1,0.221854953266376,0,0.0001,0,0,1,0,0,0,0,0,0,0
8203,3000,0,0,1,-0.035592197646542034,0,0.0001,0,0,1,0,0,0,0,0,0,0
8204,3000,0,0,1,0.02013967561803931,0,0.0001,0,0,1,0,0,0,0,0,0,0
8205,3000,0,0,1,0.007342418645176707,0,0.0001,0,0,1,0,0,0,0,0,0,0
8206,3000,0,0,1,0.015099457822720097,0,0.0001,0,0,1,0,0,0,0,0,0,0
8207,3000,0,0,1,0.06851345704089717,0,0.0001,0,0,1,0,0,0,0,0,0,0
8208,3000,0,0,1,-0.23328996373731375,0,0.0001,0,0,1,0,0,0,0,0,0,0
8209,3000,0,0,1,-0.069226954796481,0,0.0001,0,0,1,0,0,0,0,0,0,0
8210,3000,0,0,1,0.10819115399089374,0,0.0001,0,0,1,0,0,0,0,0,0,0
8211,3000,0,0,1,0.13547493878723077,0,0.0001,0,0,1,0,0,0,0,0,0,0
8212,3000,0,0,1,0.12133979285031371,0,0.0001,0,0,1,0,0,0,0,0,0,0
8213,3000,0,0,1,0.141296783034088,0,0.0001,0,0,1,0,0,0,0,0,0,0
8214,3000,0,0,1,-0.24387290832384573,0,0.0001,0,0,1,0,0,0,0,0,0,0
8215,3000,0,0,1,0.012952377051086983,0,0.0001,0,0,1,0,0,0,0,0,0,0
8216,3000,0,0,1,-0.15655106616489411,0,0.0001,0,0,1,0,0,0,0,0,0,0
8217,3000,0,0,1,0.003407784928211477,0,0.0001,0,0,1,0,0,0,0,0,0,0
8218,3000,0,0,1,-0.1553566214216362,0,0.0001,0,0,1,0,0,0,0,0,0,0
8219,3000,0,0,1,0.07199188461524747,0,0.0001,0,0,1,0,0,0,0,0,0,0
8220,3000,0,0,1,0.17549339185131418,0,0.0001,0,0,1,0,0,0,0,0,0,0
8221,3000,0,0,1,-0.24723023730339738,0,0.0001,0,0,1,0,0,0,0,0,0,0
8222,3000,0,0,1,0.05817385523108992,0,0.0001,0,0,1,0,0,0,0,0,0,0
8223,3000,0,0,1,-0.17871497484398297,0,0.0001,0,0,1,0,0,0,0,0,0,0
8224,3000,0,0,1,-0.05600344909025534,0,0.0001,0,0,1,0,0,0,0,0,0,0
8225,3000,0,0,1,0.2463620408322258,0,0.0001,0,0,1,0,0,0,0,0,0,0
8226,3000,0,0,1,0.15640797531731687,0,0.0001,0,0,1,0,0,0,0,0,0,0
8227,3000,0,0,1,0.1186205427335274,0,0.0001,0,0,1,0,0,0,0,0,0,0
8228,3000,0,0,1,0.12400791576571546,0,0.0001,0,0,1,0,0,0,0,0,0,0
8229,3000,0,0,1,0.1638316884811158,0,0.0001,0,0,1,0,0,0,0,0,0,0
8230,3000,0,0,1,0.15800633342903264,0,0.0001,0,0,1,0,0,0,0,0,0,0
8231,3000,0,0,1,0.05438869006190916,0,0.0001,0,0,1,0,0,0,0,0,0,0
8232,3000,0,0,1,0.14287753659285407,0,0.0001,0,0,1,0,0,0,0,0,0,0
8233,3000,0,0,1,-0.09084844021337612,0,0.0001,0,0,1,0,0,0,0,0,0,0
8234,3000,0,0,1,0.12499541488377874,0,0.0001,0,0,1,0,0,0,0,0,0,0
8235,3000,0,0,1,0.0005336446546377327,0,0.0001,0,0,1,0,0,0,0,0,0,0
8236,3000,0,0,1,0.08915633950940122,0,0.0001,0,0,1,0,0,0,0,0,0,0
8237,3000,0,0,1,0.1827393948626609,0,0.0001,0,0,1,0,0,0,0,0,0,0
8238,3000,0,0,1,0.15046898730617075,0,0.0001,0,0,1,0,0,0,0,0,0,0
8239,3000,0,0,1,0.05420852862895659,0,0.0001,0,0,1,0,0,0,0,0,0,0
8240,3000,0,0,1,-0.19077478501979417,0,0.0001,0,0,1,0,0,0,0,0,0,0
8241,3000,0,0,1,-0.03633826113976896,0,0.0001,0,0,1,0,0,0,0,0,0,0
8242,3000,0,0,1,-0.17916217584297695,0,0.0001,0,0,1,0,0,0,0,0,0,0
8243,3000,0,0,1,-0.03008258512598938,0,0.0001,0,0,1,0,0,0,0,0,0,0
8244,3000,0,0,1,0.14678162089617813,0,0.0001,0,0,1,0,0,0,0,0,0,0
8245,3000,0,0,1,0.06146355389548719,0,0.0001,0,0,1,0,0,0,0,0,0,0
8246,3000,0,0,1,0.04063909749339473,0,0.0001,0,0,1,0,0,0,0,0,0,0
8247,3000,0,0,1,-0.10678787126212075,0,0.0001,0,0,1,0,0,0,0,0,0,0
8248,3000,0,0,1,0.1990783651259782,0,0.0001,0,0,1,0,0,0,0,0,0,0
8249,3000,0,0,1,0.11119544453112945,0,0.0001,0,0,1,0,0,0,0,0,0,0
8250,3000,0,0,1,0.11944763602125502,0,0.0001,0,0,1,0,0,0,0,0,0,0
8251,3000,0,0,1,-0.06500073062018452,0,0.0001,0,0,1,0,0,0,0,0,0,0
8252,3000,0,0,1,0.036483715339562905,0,0.0001,0,0,1,0,0,0,0,0,0,0
8253,3000,0,0,1,0.22549517715317424,0,0.0001,0,0,1,0,0,0,0,0,0,0
8254,3000,0,0,1,-0.22567340603710634,0,0.0001,0,0,1,0,0,0,0,0,0,0
8255,3000,0,0,1,0.10274437085482752,0,0.0001,0,0,1,0,0,0,0,0,0,0
8256,3000,0,0,1,-0.06468109830420765,0,0.0001,0,0,1,0,0,0,0,0,0,0
8257,3000,0,0,1,0.0799558629123498,0,0.0001,0,0,1,0,0,0,0,0,0,0
8258,3000,0,0,1,0.1822486389221757,0,0.0001,0,0,1,0,0,0,0,0,0,0
8259,3000,0,0,1,-0.22959474703075333,0,0.0001,0,0,1,0,0,0,0,0,0,0
8260,3000,0,0,1,0.0050382755170058635,0,0.0001,0,0,1,0,0,0,0,0,0,0
8261,3000,0,0,1,0.1174972251505822,0,0.0001,0,0,1,0,0,0,0,0,0,0
8262,3000,0,0,1,0.12530705082859828,0,0.0001,0,0,1,0,0,0,0,0,0,0
8263,3000,0,0,1,-0.043483516251198895,0,0.0001,0,0,1,0,0,0,0,0,0,0
8264,3000,0,0,1,0.12073768488469694,0,0.0001,0,0,1,0,0,0,0,0,0,0
8265,3000,0,0,1,-0.17509475139396707,0,0.0001,0,0,1,0,0,0,0,0,0,0
8266,3000,0,0,1,0.24035294241546845,0,0.0001,0,0,1,0,0,0,0,0,0,0
8267,3000,0,0,1,0.23740304746892715,0,0.0001,0,0,1,0,0,0,0,0,0,0
8268,3000,0,0,1,-0.1461778099040389,0,0.0001,0,0,1,0,0,0,0,0,0,0
8269,3000,0,0,1,-0.14906938585984453,0,0.0001,0,0,1,0,0,0,0,0,0,0
8270,3000,0,0,1,-0.19882289650226803,0,0.0001,0,0,1,0,0,0,0,0,0,0
8271,3000,0,0,1,-0.015418203815604659,0,0.0001,0,0,1,0,0,0,0,0,0,0
8272,3000,0,0,1,0.04578797564249293,0,0.0001,0,0,1,0,0,0,0,0,0,0
8273,3000,0,0,1,-0.002132948962595471,0,0.0001,0,0,1,0,0,0,0,0,0,0
8274,3000,0,0,1,0.062741146511544,0,0.0001,0,0,1,0,0,0,0,0,0,0
8275,3000,0,0,1,-0.1297106616946841,0,0.0001,0,0,1,0,0,0,0,0,0,0
8276,3000,0,0,1,-0.133477733147284,0,0.0001,0,0,1,0,0,0,0,0,0,0
8277,3000,0,0,1,-0.10929078474782083,0,0.0001,0,0,1,0,0,0,0,0,0,0
8278,3000,0,0,1,0.2215856753861925,0,0.0001,0,0,1,0,0,0,0,0,0,0
8279,3000,0,0,1,-0.05600257954309307,0,0.0001,0,0,1,0,0,0,0,0,0,0
8280,3000,0,0,1,0.1419283740294912,0,0.0001,0,0,1,0,0,0,0,0,0,0
8281,3000,0,0,1,0.12046439879831572,0,0.0001,0,0,1,0,0,0,0,0,0,0
8282,3000,0,0,1,-0.182058430410851,0,0.0001,0,0,1,0,0,0,0,0,0,0
8283,3000,0,0,1,0.07685537126875891,0,0.0001,0,0,1,0,0,0,0,0,0,0
8284,3000,0,0,1,-0.07136256110284467,0,0.0001,0,0,1,0,0,0,0,0,0,0
8285,3000,0,0,1,0.0021280621911717312,0,0.0001,0,0,1,0,0,0,0,0,0,0
8286,3000,0,0,1,-0.08849343145498112,0,0.0001,0,0,1,0,0,0,0,0,0,0
8287,3000,0,0,1,0.025215906234432373,0,0.0001,0,0,1,0,0,0,0,0,0,0
8288,3000,0,0,1,0.245997777487181,0,0.0001,0,0,1,0,0,0,0,0,0,0
8289,3000,0,0,1,0.06305811681703477,0,0.0001,0,0,1,0,0,0,0,0,0,0
8290,3000,0,0,1,0.06776698054172559,0,0.0001,0,0,1,0,0,0,0,0,0,0
8291,3000,0,0,1,0.14652653725709275,0,0.0001,0,0,1,0,0,0,0,0,0,0
8292,3000,0,0,1,-0.10522703921025628,0,0.0001,0,0,1,0,0,0,0,0,0,0
8293,3000,0,0,1,0.012684119513112324,0,0.0001,0,0,1,0,0,0,0,0,0,0
8294,3000,0,0,1,-0.1975331724808015,0,0.0001,0,0,1,0,0,0,0,0,0,0
8295,3000,0,0,1,0.2164821614604031,0,0.0001,0,0,1,0,0,0,0,0,0,0
8296,3000,0,0,1,-0.15211241742743264,0,0.0001,0,0,1,0,0,0,0,0,0,0
8297,3000,0,0,1,-0.05620596324556182,0,0.0001,0,0,1,0,0,0,0,0,0,0
8298,3000,0,0,1,-0.09485190340209959,0,0.0001,0,0,1,0,0,0,0,0,0,0
8299,3000,0,0,1,-0.07279369416005821,0,0.0001,0,0,1,0,0,0,0,0,0,0
8300,3000,0,0,1,-0.10593707520605217,0,0.0001,0,0,1,0,0,0,0,0,0,0
8301,3000,0,0,1,0.025035492141404325,0,0.0001,0,0,1,0,0,0,0,0,0,0
8302,3000,0,0,1,0.10273199035804126,0,0.0001,0,0,1,0,0,0,0,0,0,0
8303,3000,0,0,1,-0.2082068630635711,0,0.0001,0,0,1,0,0,0,0,0,0,0
8304,3000,0,0,1,0.024224893705820316,0,0.0001,0,0,1,0,0,0,0,0,0,0
8305,3000,0,0,1,0.10853593672017481,0,0.0001,0,0,1,0,0,0,0,0,0,0
8306,3000,0,0,1,0.1756200189225749,0,0.0001,0,0,1,0,0,0,0,0,0,0
8307,3000,0,0,1,-0.07024643829427407,0,0.0001,0,0,1,0,0,0,0,0,0,0
8308,3000,0,0,1,0.055517937838172715,0,0.0001,0,0,1,0,0,0,0,0,0,0
8309,3000,0,0,1,0.16100613295414617,0,0.0001,0,0,1,0,0,0,0,0,0,0
8310,3000,0,0,1,0.16800983329633634,0,0.0001,0,0,1,0,0,0,0,0,0,0
8311,3000,0,0,1,0.04691026326083342,0,0.0001,0,0,1,0,0,0,0,0,0,0
8312,3000,0,0,1,0.11134810726655536,0,0.0001,0,0,1,0,0,0,0,0,0,0
8313,3000,0,0,1,0.11462212458167526,0,0.0001,0,0,1,0,0,0,0,0,0,0
8314,3000,0,0,1,0.18380365323208203,0,0.0001,0,0,1,0,0,0,0,0,0,0
8315,3000,0,0,1,0.029172970029811063,0,0.0001,0,0,1,0,0,0,0,0,0,0
8316,3000,0,0,1,0.029916807683301683,0,0.0001,0,0,1,0,0,0,0,0,0,0
8317,3000,0,0,1,-0.2456865099301448,0,0.0001,0,0,1,0,0,0,0,0,0,0
8318,3000,0,0,1,-0.2118746310230195,0,0.0001,0,0,1,0,0,0,0,0,0,0
8319,3000,0,0,1,0.027841215582305456,0,0.0001,0,0,1,0,0,0,0,0,0,0
8320,3000,0,0,1,-0.006639845765614605,0,0.0001,0,0,1,0,0,0,0,0,0,0
8321,3000,0,0,1,-0.04846478765790707,0,0.0001,0,0,1,0,0,0,0,0,0,0
8322,3000,0,0,1,0.0331174063437879,0,0.0001,0,0,1,0,0,0,0,0,0,0
8323,3000,0,0,1,-0.10308434248190657,0,0.0001,0,0,1,0,0,0,0,0,0,0
8324,3000,0,0,1,0.06430605915300003,0,0.0001,0,0,1,0,0,0,0,0,0,0
8325,3000,0,0,1,0.17961577919573807,0,0.0001,0,0,1,0,0,0,0,0,0,0
8326,3000,0,0,1,0.0595489112966634,0,0.0001,0,0,1,0,0,0,0,0,0,0
8327,3000,0,0,1,0.18405732181892442,0,0.0001,0,0,1,0,0,0,0,0,0,0
8328,3000,0,0,1,-0.14378373612008266,0,0.0001,0,0,1,0,0,0,0,0,0,0
8329,3000,0,0,1,0.08788156635760186,0,0.0001,0,0,1,0,0,0,0,0,0,0
8330,3000,0,0,1,0.2072255200254361,0,0.0001,0,0,1,0,0,0,0,0,0,0
8331,3000,0,0,1,0.17267383190220048,0,0.0001,0,0,1,0,0,0,0,0,0,0
8332,3000,0,0,1,-0.09403476337889416,0,0.0001,0,0,1,0,0,0,0,0,0,0
8333,3000,0,0,1,-0.16064686548055374,0,0.0001,0,0,1,0,0,0,0,0,0,0
8334,3000,0,0,1,0.11989316985628418,0,0.0001,0,0,1,0,0,0,0,0,0,0
8335,3000,0,0,1,0.12166634600977932,0,0.0001,0,0,1,0,0,0,0,0,0,0
8336,3000,0,0,1,0.02503245116645375,0,0.0001,0,0,1,0,0,0,0,0,0,0
8337,3000,0,0,1,0.04588588724077003,0,0.0001,0,0,1,0,0,0,0,0,0,0
8338,3000,0,0,1,0.1915711081498886,0,0.0001,0,0,1,0,0,0,0,0,0,0
8339,3000,0,0,1,-0.04149524502793067,0,0.0001,0,0,1,0,0,0,0,0,0,0
8340,3000,0,0,1,0.02940937228262619,0,0.0001,0,0,1,0,0,0,0,0,0,0
8341,3000,0,0,1,0.1574928230440945,0,0.0001,0,0,1,0,0,0,0,0,0,0
8342,3000,0,0,1,-0.10236569766928189,0,0.0001,0,0,1,0,0,0,0,0,0,0
8343,3000,0,0,1,-0.1253741187783598,0,0.0001,0,0,1,0,0,0,0,0,0,0
8344,3000,0,0,1,0.0889269249730465,0,0.0001,0,0,1,0,0,0,0,0,0,0
8345,3000,0,0,1,0.01573846039997373,0,0.0001,0,0,1,0,0,0,0,0,0,0
8346,3000,0,0,1,-0.05585654964944298,0,0.0001,0,0,1,0,0,0,0,0,0,0
8347,3000,0,0,1,-0.04218430051038313,0,0.0001,0,0,1,0,0,0,0,0,0,0
8348,3000,0,0,1,0.03686217353938348,0,0.0001,0,0,1,0,0,0,0,0,0,0
8349,3000,0,0,1,0.015065254071481404,0,0.0001,0,0,1,0,0,0,0,0,0,0
8350,3000,0,0,1,-0.07110532566439098,0,0.0001,0,0,1,0,0,0,0,0,0,0
8351,3000,0,0,1,0.24669231048032286,0,0.0001,0,0,1,0,0,0,0,0,0,0
8352,3000,0,0,1,0.1896262408090621,0,0.0001,0,0,1,0,0,0,0,0,0,0
8353,3000,0,0,1,-0.22606615869601088,0,0.0001,0,0,1,0,0,0,0,0,0,0
8354,3000,0,0,1,-0.03505616002466294,0,0.0001,0,0,1,0,0,0,0,0,0,0
8355,3000,0,0,1,0.1011024215358921,0,0.0001,0,0,1,0,0,0,0,0,0,0
8356,3000,0,0,1,0.1263105707479208,0,0.0001,0,0,1,0,0,0,0,0,0,0
8357,3000,0,0,1,-0.019574106391914647,0,0.0001,0,0,1,0,0,0,0,0,0,0
8358,3000,0,0,1,0.10919022109849835,0,0.0001,0,0,1,0,0,0,0,0,0,0
8359,3000,0,0,1,-0.05452761546555518,0,0.0001,0,0,1,0,0,0,0,0,0,0
8360,3000,0,0,1,0.16967319012744903,0,0.0001,0,0,1,0,0,0,0,0,0,0
8361,3000,0,0,1,0.10127128592789275,0,0.0001,0,0,1,0,0,0,0,0,0,0
8362,3000,0,0,1,0.07520465836279572,0,0.0001,0,0,1,0,0,0,0,0,0,0
8363,3000,0,0,1,0.13043144762279868,0,0.0001,0,0,1,0,0,0,0,0,0,0
8364,3000,0,0,1,-0.21402665688208322,0,0.0001,0,0,1,0,0,0,0,0,0,0
8365,3000,0,0,1,0.23238477917836142,0,0.0001,0,0,1,0,0,0,0,0,0,0
8366,3000,0,0,1,-0.21332238416135918,0,0.0001,0,0,1,0,0,0,0,0,0,0
8367,3000,0,0,1,0.19121432417511808,0,0.0001,0,0,1,0,0,0,0,0,0,0
8368,3000,0,0,1,-0.02714854388717003,0,0.0001,0,0,1,0,0,0,0,0,0,0
8369,3000,0,0,1,-0.20877593614277756,0,0.0001,0,0,1,0,0,0,0,0,0,0
8370,3000,0,0,1,-0.10218835884468314,0,0.0001,0,0,1,0,0,0,0,0,0,0
8371,3000,0,0,1,-0.08453419002195361,0,0.0001,0,0,1,0,0,0,0,0,0,0
8372,3000,0,0,1,0.11873156174792082,0,0.0001,0,0,1,0,0,0,0,0,0,0
8373,3000,0,0,1,0.2125424630353236,0,0.0001,0,0,1,0,0,0,0,0,0,0
8374,3000,0,0,1,-0.12534807137240134,0,0.0001,0,0,1,0,0,0,0,0,0,0
8375,3000,0,0,1,0.08841848401069541,0,0.0001,0,0,1,0,0,0,0,0,0,0
8376,3000,0,0,1,0.12140980679049418,0,0.0001,0,0,1,0,0,0,0,0,0,0
8377,3000,0,0,1,-0.028118441787470305,0,0.0001,0,0,1,0,0,0,0,0,0,0
8378,3000,0,0,1,-0.208779578225598,0,0.0001,0,0,1,0,0,0,0,0,0,0
8379,3000,0,0,1,-0.07001187957420613,0,0.0001,0,0,1,0,0,0,0,0,0,0
8380,3000,0,0,1,0.2268511478466667,0,0.0001,0,0,1,0,0,0,0,0,0,0
8381,3000,0,0,1,-0.2393160174313853,0,0.0001,0,0,1,0,0,0,0,0,0,0
8382,3000,0,0,1,0.06348877647570544,0,0.0001,0,0,1,0,0,0,0,0,0,0
8383,3000,0,0,1,0.08683432642982375,0,0.0001,0,0,1,0,0,0,0,0,0,0
8384,3000,0,0,1,0.24836280463911614,0,0.0001,0,0,1,0,0,0,0,0,0,0
8385,3000,0,0,1,0.22449898733885104,0,0.0001,0,0,1,0,0,0,0,0,0,0
8386,3000,0,0,1,-0.032429882791633835,0,0.0001,0,0,1,0,0,0,0,0,0,0
8387,3000,0,0,1,0.013782433854391873,0,0.0001,0,0,1,0,0,0,0,0,0,0
8388,3000,0,0,1,0.20147790200599863,0,0.0001,0,0,1,0,0,0,0,0,0,0
8389,3000,0,0,1,-0.1484679831644749,0,0.0001,0,0,1,0,0,0,0,0,0,0
8390,3000,0,0,1,0.14994440997213027,0,0.0001,0,0,1,0,0,0,0,0,0,0
8391,3000,0,0,1,0.13490166084556166,0,0.0001,0,0,1,0,0,0,0,0,0,0
8392,3000,0,0,1,-0.23140070758780878,0,0.0001,0,0,1,0,0,0,0,0,0,0
8393,3000,0,0,1,-0.01812502696305407,0,0.0001,0,0,1,0,0,0,0,0,0,0
8394,3000,0,0,1,-0.15744795920734433,0,0.0001,0,0,1,0,0,0,0,0,0,0
8395,3000,0,0,1,-0.20155020386964062,0,0.0001,0,0,1,0,0,0,0,0,0,0
8396,3000,0,0,1,0.030562004311821545,0,0.0001,0,0,1,0,0,0,0,0,0,0
8397,3000,0,0,1,-0.1162298810059122,0,0.0001,0,0,1,0,0,0,0,0,0,0
8398,3000,0,0,1,-0.11922865344117622,0,0.0001,0,0,1,0,0,0,0,0,0,0
8399,3000,0,0,1,-0.23872737175147357,0,0.0001,0,0,1,0,0,0,0,0,0,0
8400,3000,0,0,1,-0.24150414011536597,0,0.0001,0,0,1,0,0,0,0,0,0,0
8401,3000,0,0,1,-0.18963704397307035,0,0.0001,0,0,1,0,0,0,0,0,0,0
8402,3000,0,0,1,0.016290313130324918,0,0.0001,0,0,1,0,0,0,0,0,0,0
8403,3000,0,0,1,-0.2010134624667762,0,0.0001,0,0,1,0,0,0,0,0,0,0
8404,3000,0,0,1,0.23709336749966475,0,0.0001,0,0,1,0,0,0,0,0,0,0
8405,3000,0,0,1,0.13131108914183331,0,0.0001,0,0,1,0,0,0,0,0,0,0
8406,3000,0,0,1,-0.13537915776062343,0,0.0001,0,0,1,0,0,0,0,0,0,0
8407,3000,0,0,1,-0.06020802059078967,0,0.0001,0,0,1,0,0,0,0,0,0,0
8408,3000,0,0,1,0.1528000992298328,0,0.0001,0,0,1,0,0,0,0,0,0,0
8409,3000,0,0,1,-0.20998066933813714,0,0.0001,0,0,1,0,0,0,0,0,0,0
8410,3000,0,0,1,-0.032049421550497004,0,0.0001,0,0,1,0,0,0,0,0,0,0
8411,3000,0,0,1,0.21384175378603787,0,0.0001,0,0,1,0,0,0,0,0,0,0
8412,3000,0,0,1,-0.18244793335301163,0,0.0001,0,0,1,0,0,0,0,0,0,0
8413,3000,0,0,1,0.010672695458748438,0,0.0001,0,0,1,0,0,0,0,0,0,0
8414,3000,0,0,1,-0.1431285800189489,0,0.0001,0,0,1,0,0,0,0,0,0,0
8415,3000,0,0,1,-0.174290678636567,0,0.0001,0,0,1,0,0,0,0,0,0,0
8416,3000,0,0,1,-0.1684569514469712,0,0.0001,0,0,1,0,0,0,0,0,0,0
8417,3000,0,0,1,-0.07267552573014424,0,0.0001,0,0,1,0,0,0,0,0,0,0
8418,3000,0,0,1,0.0719174218651123,0,0.0001,0,0,1,0,0,0,0,0,0,0
8419,3000,0,0,1,-0.17721153993007216,0,0.0001,0,0,1,0,0,0,0,0,0,0
8420,3000,0,0,1,0.17790014454507008,0,0.0001,0,0,1,0,0,0,0,0,0,0
8421,3000,0,0,1,-0.09541981789106863,0,0.0001,0,0,1,0,0,0,0,0,0,0
8422,3000,0,0,1,0.20540578706496376,0,0.0001,0,0,1,0,0,0,0,0,0,0
8423,3000,0,0,1,-0.0699583112520954,0,0.0001,0,0,1,0,0,0,0,0,0,0
8424,3000,0,0,1,-0.06307878151643176,0,0.0001,0,0,1,0,0,0,0,0,0,0
8425,3000,0,0,1,0.00950330052081888,0,0.0001,0,0,1,0,0,0,0,0,0,0
8426,3000,0,0,1,0.16567859524951817,0,0.0001,0,0,1,0,0,0,0,0,0,0
8427,3000,0,0,1,0.22364713206543718,0,0.0001,0,0,1,0,0,0,0,0,0,0
8428,3000,0,0,1,0.2488201208692442,0,0.0001,0,0,1,0,0,0,0,0,0,0
8429,3000,0,0,1,0.11705286931262548,0,0.0001,0,0,1,0,0,0,0,0,0,0
8430,3000,0,0,1,0.05527471009309237,0,0.0001,0,0,1,0,0,0,0,0,0,0
8431,3000,0,0,1,-0.09332930841484788,0,0.0001,0,0,1,0,0,0,0,0,0,0
8432,3000,0,0,1,-0.10127663142638377,0,0.0001,0,0,1,0,0,0,0,0,0,0
8433,3000,0,0,1,0.18322947077100532,0,0.0001,0,0,1,0,0,0,0,0,0,0
8434,3000,0,0,1,-0.19905660075895054,0,0.0001,0,0,1,0,0,0,0,0,0,0
8435,3000,0,0,1,-0.17361768808843364,0,0.0001,0,0,1,0,0,0,0,0,0,0
8436,3000,0,0,1,-0.0215983524547968,0,0.0001,0,0,1,0,0,0,0,0,0,0
8437,3000,0,0,1,-0.12802036525751642,0,0.0001,0,0,1,0,0,0,0,0,0,0
8438,3000,0,0,1,-0.04661487063873038,0,0.0001,0,0,1,0,0,0,0,0,0,0
8439,3000,0,0,1,0.23463440620290726,0,0.0001,0,0,1,0,0,0,0,0,0,0
8440,3000,0,0,1,-0.10727624348605885,0,0.0001,0,0,1,0,0,0,0,0,0,0
8441,3000,0,0,1,0.1207623362264103,0,0.0001,0,0,1,0,0,0,0,0,0,0
8442,3000,0,0,1,0.23367450076017288,0,0.0001,0,0,1,0,0,0,0,0,0,0
8443,3000,0,0,1,-0.13253648027375364,0,0.0001,0,0,1,0,0,0,0,0,0,0
8444,3000,0,0,1,0.008530810706036673,0,0.0001,0,0,1,0,0,0,0,0,0,0
8445,3000,0,0,1,0.09801815145241588,0,0.0001,0,0,1,0,0,0,0,0,0,0
8446,3000,0,0,1,0.08027514221991955,0,0.0001,0,0,1,0,0,0,0,0,0,0
8447,3000,0,0,1,-0.2088583682387148,0,0.0001,0,0,1,0,0,0,0,0,0,0
8448,3000,0,0,1,0.22392956646207146,0,0.0001,0,0,1,0,0,0,0,0,0,0
8449,3000,0,0,1,-0.17092144683841798,0,0.0001,0,0,1,0,0,0,0,0,0,0
8450,3000,0,0,1,-0.057575464113451935,0,0.0001,0,0,1,0,0,0,0,0,0,0
8451,3000,0,0,1,-0.03526889440768838,0,0.0001,0,0,1,0,0,0,0,0,0,0
8452,3000,0,0,1,-0.16875641142074255,0,0.0001,0,0,1,0,0,0,0,0,0,0
8453,3000,0,0,1,-0.11976837149498715,0,0.0001,0,0,1,0,0,0,0,0,0,0
8454,3000,0,0,1,-0.0053263831219934055,0,0.0001,0,0,1,0,0,0,0,0,0,0
8455,3000,0,0,1,0.003270041870541085,0,0.0001,0,0,1,0,0,0,0,0,0,0
8456,3000,0,0,1,-0.07393055858526054,0,0.0001,0,0,1,0,0,0,0,0,0,0
8457,3000,0,0,1,0.15134174532594147,0,0.0001,0,0,1,0,0,0,0,0,0,0
8458,3000,0,0,1,-0.17088653030963996,0,0.0001,0,0,1,0,0,0,0,0,0,0
8459,3000,0,0,1,-0.050694513830006616,0,0.0001,0,0,1,0,0,0,0,0,0,0
8460,3000,0,0,1,-0.05369807241572733,0,0.0001,0,0,1,0,0,0,0,0,0,0
8461,3000,0,0,1,0.19829887757299564,0,0.0001,0,0,1,0,0,0,0,0,0,0
8462,3000,0,0,1,-0.17496144803130242,0,0.0001,0,0,1,0,0,0,0,0,0,0
8463,3000,0,0,1,0.2448694853230169,0,0.0001,0,0,1,0,0,0,0,0,0,0
8464,3000,0,0,1,-0.2242620740876406,0,0.0001,0,0,1,0,0,0,0,0,0,0
8465,3000,0,0,1,0.030502678339947686,0,0.0001,0,0,1,0,0,0,0,0,0,0
8466,3000,0,0,1,-0.08638539695763309,0,0.0001,0,0,1,0,0,0,0,0,0,0
8467,3000,0,0,1,-0.21836862615456215,0,0.0001,0,0,1,0,0,0,0,0,0,0
8468,3000,0,0,1,0.1699119699618421,0,0.0001,0,0,1,0,0,0,0,0,0,0
8469,3000,0,0,1,-0.22526082181203955,0,0.0001,0,0,1,0,0,0,0,0,0,0
8470,3000,0,0,1,0.12262261359812271,0,0.0001,0,0,1,0,0,0,0,0,0,0
8471,3000,0,0,1,0.09429396397997525,0,0.0001,0,0,1,0,0,0,0,0,0,0
8472,3000,0,0,1,0.13574350524353607,0,0.0001,0,0,1,0,0,0,0,0,0,0
8473,3000,0,0,1,0.10731459452790493,0,0.0001,0,0,1,0,0,0,0,0,0,0
8474,3000,0,0,1,-0.1561847302112951,0,0.0001,0,0,1,0,0,0,0,0,0,0
8475,3000,0,0,1,0.17394789150437795,0,0.0001,0,0,1,0,0,0,0,0,0,0
8476,3000,0,0,1,0.04846411930903932,0,0.0001,0,0,1,0,0,0,0,0,0,0
8477,3000,0,0,1,-0.18850362898174594,0,0.0001,0,0,1,0,0,0,0,0,0,0
8478,3000,0,0,1,0.14098593179652147,0,0.0001,0,0,1,0,0,0,0,0,0,0
8479,3000,0,0,1,0.11950525926973232,0,0.0001,0,0,1,0,0,0,0,0,0,0
8480,3000,0,0,1,-0.2456548994953034,0,0.0001,0,0,1,0,0,0,0,0,0,0
8481,3000,0,0,1,-0.04651706155828428,0,0.0001,0,0,1,0,0,0,0,0,0,0
8482,3000,0,0,1,0.07087982600439346,0,0.0001,0,0,1,0,0,0,0,0,0,0
8483,3000,0,0,1,0.07067888859951965,0,0.0001,0,0,1,0,0,0,0,0,0,0
